('35867', ['italian'])
('4968', ['indian'])
('18771', ['italian'])
('781', ['indian'])
('35499', ['thai'])
('10514', ['italian'])
('974', [])
('14382', ['french'])
('11749', ['thai', 'vietnamese'])
('38031', ['cajun_creole'])
('48870', ['filipino'])
('24806', ['thai'])
('18613', ['mexican'])
('4148', [])
('9057', ['mexican'])
('39013', ['thai'])
('31663', [])
('39578', [])
('15921', ['mexican'])
('28467', [])
('36411', ['cajun_creole'])
('35203', ['french'])
('24270', [])
('31810', ['mexican'])
('30267', ['southern_us'])
('9211', [])
('41671', ['mexican'])
('35825', ['italian'])
('43350', ['indian'])
('11365', ['indian'])
('46935', [])
('41992', ['vietnamese'])
('45629', [])
('29633', ['italian'])
('26662', [])
('14479', ['japanese'])
('16845', ['chinese'])
('31016', ['italian'])
('23150', ['russian'])
('41719', ['southern_us'])
('10431', ['french'])
('29209', ['mexican'])
('26308', ['italian'])
('11299', [])
('33943', [])
('45798', ['mexican'])
('23920', [])
('44636', ['italian'])
('23285', [])
('31177', [])
('43764', [])
('37584', ['japanese', 'korean'])
('47022', ['indian'])
('6024', [])
('28502', ['french'])
('21296', ['southern_us'])
('27962', ['italian'])
('25388', ['italian'])
('10097', ['jamaican'])
('3068', ['southern_us', 'cajun_creole'])
('21086', ['irish'])
('22530', [])
('5539', ['chinese'])
('9910', ['italian'])
('6871', [])
('40606', ['italian'])
('48640', ['chinese'])
('17682', ['mexican'])
('36401', ['filipino'])
('41589', ['mexican'])
('5804', ['cajun_creole'])
('18021', ['southern_us'])
('13715', ['southern_us'])
('43084', ['spanish'])
('40242', ['italian'])
('32543', ['italian'])
('40229', ['mexican'])
('47259', ['indian'])
('9201', ['indian'])
('13923', [])
('32620', [])
('23979', ['southern_us'])
('24174', [])
('5138', ['thai'])
('14030', ['moroccan'])
('13915', ['southern_us'])
('27286', [])
('49086', ['italian'])
('5350', [])
('18377', [])
('825', ['vietnamese'])
('4478', [])
('6073', [])
('18095', [])
('42693', [])
('1073', ['southern_us'])
('9771', [])
('10361', [])
('6562', ['thai'])
('20235', [])
('37253', ['moroccan'])
('42650', ['italian'])
('32985', ['mexican'])
('29270', [])
('45624', ['mexican'])
('25142', ['southern_us'])
('23947', ['mexican'])
('47980', ['southern_us', 'cajun_creole'])
('10057', ['moroccan'])
('20287', ['thai'])
('19789', ['chinese'])
('19943', ['british'])
('14165', ['italian'])
('11215', ['chinese'])
('8879', ['indian'])
('15140', ['southern_us'])
('6237', [])
('11326', ['mexican', 'southern_us'])
('43716', [])
('28975', ['southern_us'])
('12859', ['thai'])
('26984', ['southern_us'])
('23242', ['vietnamese'])
('31750', ['mexican'])
('47451', ['italian'])
('6391', [])
('2174', [])
('33940', ['mexican'])
('37106', ['indian'])
('14005', [])
('11720', ['chinese'])
('15509', ['italian'])
('6352', ['french'])
('10553', ['italian'])
('24175', ['mexican'])
('38736', ['mexican'])
('1607', ['chinese'])
('46449', ['filipino'])
('44460', ['greek'])
('38610', ['indian'])
('43352', ['southern_us'])
('42088', ['mexican'])
('28040', ['southern_us'])
('1025', [])
('37672', ['southern_us'])
('5722', ['italian'])
('46196', [])
('42412', ['moroccan'])
('41278', ['cajun_creole'])
('41845', ['greek'])
('44022', ['mexican'])
('28339', [])
('49435', ['russian'])
('11932', ['mexican'])
('34973', [])
('3010', ['indian'])
('6710', ['jamaican'])
('22353', ['italian'])
('15511', ['korean'])
('8005', ['japanese'])
('13743', ['italian'])
('2944', [])
('47642', [])
('45945', ['italian'])
('15430', ['jamaican'])
('19291', ['mexican'])
('35002', [])
('30049', ['mexican'])
('15113', ['indian'])
('46382', ['korean'])
('41598', [])
('21316', ['indian'])
('6504', ['korean'])
('10943', [])
('36298', [])
('16999', ['southern_us'])
('4328', [])
('5987', ['southern_us'])
('46615', ['chinese'])
('27053', [])
('2471', ['indian'])
('6424', ['italian'])
('19798', ['greek'])
('3557', ['southern_us'])
('10768', ['mexican'])
('38134', ['mexican'])
('16005', ['italian'])
('28118', ['mexican'])
('39066', ['italian'])
('29311', ['italian'])
('19853', ['mexican'])
('15926', ['greek'])
('43715', ['japanese'])
('13704', [])
('30958', ['italian'])
('46585', ['french'])
('10148', ['italian'])
('46733', ['french'])
('49649', ['indian'])
('39333', ['chinese'])
('16264', ['italian'])
('16585', ['italian'])
('16798', ['spanish'])
('39437', ['filipino'])
('649', ['mexican'])
('23867', ['indian'])
('1201', [])
('32612', ['chinese'])
('26913', ['indian'])
('14372', ['italian'])
('24627', ['japanese'])
('38136', ['mexican'])
('33767', ['mexican'])
('15712', ['mexican'])
('34790', [])
('9051', ['indian'])
('7796', ['southern_us'])
('43320', ['italian'])
('17830', ['indian'])
('582', ['italian'])
('23094', ['russian'])
('44853', [])
('42361', ['mexican'])
('20499', ['mexican'])
('26224', ['italian'])
('16878', ['indian'])
('15066', ['thai'])
('22164', ['italian'])
('13980', ['italian'])
('47684', ['chinese'])
('17620', ['italian'])
('3080', ['thai'])
('24095', ['mexican'])
('29924', [])
('2314', [])
('10369', ['vietnamese'])
('44146', [])
('27190', [])
('761', [])
('26577', ['thai'])
('14576', ['indian'])
('40826', ['chinese'])
('27260', ['greek'])
('35726', ['indian'])
('41289', ['italian'])
('6387', ['southern_us'])
('40473', [])
('5652', [])
('40828', [])
('7742', [])
('32989', ['italian'])
('6588', ['italian'])
('22022', ['moroccan'])
('36427', ['mexican'])
('42436', [])
('26853', ['italian'])
('688', ['mexican'])
('48272', [])
('36366', [])
('7519', ['mexican'])
('5503', ['chinese'])
('45816', ['french'])
('39964', ['french'])
('19842', [])
('39835', [])
('25429', [])
('24214', [])
('29975', [])
('39715', ['vietnamese'])
('41918', [])
('28046', ['japanese'])
('22487', [])
('39588', ['italian'])
('27589', [])
('6438', ['southern_us'])
('42631', [])
('1322', ['italian'])
('44883', ['italian'])
('17849', ['french'])
('20104', [])
('4992', ['italian'])
('15183', [])
('35155', [])
('13694', ['southern_us'])
('544', [])
('15028', ['italian'])
('49502', ['southern_us'])
('22628', ['chinese'])
('37673', ['mexican'])
('16566', ['japanese'])
('8356', ['mexican'])
('25604', ['greek'])
('4933', ['indian'])
('19607', [])
('3897', [])
('13414', ['italian'])
('31849', ['italian'])
('28962', ['japanese'])
('18812', ['italian'])
('19097', [])
('29569', ['indian'])
('30058', [])
('4642', [])
('44395', ['mexican'])
('29972', [])
('25509', ['mexican'])
('25237', ['mexican'])
('1411', ['mexican'])
('32396', ['mexican'])
('17114', ['italian', 'japanese'])
('19133', [])
('32193', ['italian'])
('15235', [])
('36283', [])
('35008', [])
('40129', ['southern_us', 'filipino'])
('14101', ['mexican'])
('35461', ['thai'])
('31468', ['italian'])
('45230', ['italian'])
('47518', ['thai'])
('29828', ['indian'])
('3064', ['southern_us'])
('9911', ['indian'])
('49665', ['italian'])
('15612', ['mexican'])
('34251', ['italian'])
('23845', ['japanese'])
('16288', [])
('19159', ['mexican'])
('21894', ['cajun_creole'])
('28105', [])
('48967', ['southern_us'])
('39161', [])
('26355', ['indian'])
('18323', [])
('9809', ['cajun_creole'])
('23027', ['mexican'])
('41811', ['chinese'])
('2406', ['italian'])
('17596', [])
('376', [])
('37227', ['italian'])
('18615', [])
('14760', ['spanish'])
('37463', [])
('48459', ['southern_us'])
('737', ['greek'])
('30540', [])
('40454', ['chinese'])
('1848', ['cajun_creole'])
('40422', [])
('30946', [])
('40178', [])
('42132', ['southern_us', 'filipino'])
('29308', ['mexican'])
('21774', ['mexican'])
('47197', [])
('34244', [])
('24265', ['italian'])
('22436', [])
('2083', ['italian'])
('11136', ['mexican'])
('36832', ['japanese'])
('40076', ['mexican'])
('22733', ['japanese'])
('37380', ['southern_us'])
('3241', ['southern_us'])
('44622', ['vietnamese'])
('47719', [])
('34145', [])
('11239', ['korean'])
('41779', [])
('49287', ['indian'])
('33077', ['spanish'])
('20333', ['mexican'])
('21840', ['french'])
('29877', ['italian'])
('10994', ['chinese'])
('14926', ['thai'])
('34055', ['italian'])
('40249', ['indian'])
('41087', ['mexican'])
('17903', [])
('21511', ['chinese'])
('33614', [])
('31071', ['mexican'])
('31324', [])
('20894', [])
('26488', ['chinese'])
('31607', ['indian'])
('22562', ['italian'])
('35984', ['indian'])
('34216', ['brazilian'])
('33295', ['chinese'])
('14947', ['italian'])
('25412', ['japanese'])
('17989', ['french', 'russian'])
('23851', ['italian'])
('12568', ['indian'])
('28982', ['moroccan'])
('2187', [])
('20872', ['mexican'])
('11559', ['filipino'])
('22458', ['southern_us'])
('10080', ['italian'])
('32402', ['southern_us'])
('43428', [])
('3483', [])
('33887', ['mexican'])
('3963', ['southern_us'])
('27714', [])
('10485', [])
('21732', ['mexican'])
('15233', ['indian'])
('31943', [])
('40190', ['cajun_creole'])
('14299', ['southern_us'])
('34234', ['southern_us'])
('8617', [])
('11490', ['jamaican'])
('27573', ['italian'])
('17640', ['italian'])
('35173', [])
('14063', ['italian'])
('4222', ['mexican'])
('36078', ['italian'])
('9101', [])
('22947', ['chinese'])
('36267', [])
('47730', ['thai'])
('30971', ['french'])
('11125', ['italian'])
('42275', ['mexican'])
('45927', ['italian'])
('10317', ['thai', 'vietnamese'])
('11784', ['indian'])
('9304', ['korean'])
('29992', ['japanese'])
('20463', ['french'])
('20569', ['italian'])
('45897', ['indian'])
('43911', ['cajun_creole'])
('43106', ['southern_us'])
('719', ['french', 'irish'])
('28189', ['greek'])
('42527', ['mexican'])
('44612', [])
('31515', [])
('39362', [])
('13835', ['italian'])
('34354', ['southern_us'])
('4446', [])
('47145', ['french'])
('18866', ['british'])
('41630', ['southern_us', 'cajun_creole'])
('20607', [])
('4236', ['mexican'])
('10503', ['southern_us'])
('18571', ['italian'])
('16192', ['chinese'])
('32982', ['jamaican'])
('6441', ['mexican'])
('29542', ['cajun_creole'])
('6499', ['southern_us'])
('40160', ['mexican'])
('5645', [])
('25416', ['vietnamese'])
('16145', ['thai'])
('42078', [])
('11216', ['italian', 'greek'])
('11460', ['italian'])
('20214', [])
('44422', [])
('4510', ['thai'])
('36607', ['italian'])
('6109', ['thai'])
('17597', ['thai'])
('19470', ['vietnamese'])
('44560', ['cajun_creole'])
('18345', [])
('47230', ['chinese'])
('30533', [])
('31577', [])
('46819', ['mexican'])
('43697', ['french'])
('41786', [])
('18530', ['greek'])
('23028', [])
('12481', [])
('15525', ['mexican'])
('2404', [])
('19810', [])
('5110', [])
('9280', ['greek'])
('12418', ['chinese'])
('43628', ['italian'])
('46349', ['mexican'])
('46851', [])
('42076', ['italian'])
('17442', ['southern_us'])
('40164', [])
('6260', ['chinese'])
('43863', ['mexican'])
('20409', ['french'])
('13611', ['greek'])
('28153', ['italian'])
('42364', ['indian'])
('28052', [])
('46816', ['italian'])
('6076', ['italian'])
('21227', ['british'])
('5341', ['mexican', 'brazilian'])
('8207', ['jamaican'])
('34097', [])
('210', [])
('37589', ['italian', 'french'])
('26828', ['italian'])
('29754', ['french'])
('48400', ['indian'])
('11211', ['chinese'])
('25730', ['cajun_creole'])
('4791', ['mexican'])
('48778', ['chinese'])
('44160', ['italian'])
('44847', [])
('36470', ['southern_us'])
('12768', ['southern_us'])
('36916', [])
('5734', ['mexican'])
('2510', ['italian'])
('36920', ['indian'])
('22226', [])
('44215', ['japanese'])
('6240', ['mexican'])
('41901', [])
('2933', [])
('23490', ['indian'])
('24182', ['japanese'])
('46303', ['italian'])
('26501', ['chinese'])
('11465', ['indian'])
('37372', [])
('14144', ['mexican'])
('33309', ['french'])
('26067', ['mexican'])
('26531', ['thai'])
('3424', ['indian'])
('36182', [])
('35604', ['italian'])
('32111', ['chinese'])
('44549', ['italian'])
('26792', [])
('27139', ['southern_us'])
('5512', ['southern_us'])
('7402', ['italian'])
('8538', ['italian'])
('48257', ['italian'])
('20724', ['chinese', 'korean'])
('28748', [])
('45131', ['thai'])
('38382', ['indian'])
('46203', ['southern_us'])
('37469', ['italian'])
('9909', ['mexican'])
('46573', ['mexican'])
('39400', ['italian'])
('5045', [])
('22422', ['indian'])
('36732', ['japanese'])
('5313', ['indian'])
('42955', ['french'])
('25799', ['korean'])
('14605', ['korean'])
('17786', ['thai'])
('33265', ['italian'])
('18981', ['korean'])
('18178', ['irish'])
('8874', ['mexican'])
('23804', ['moroccan'])
('14714', ['mexican'])
('26273', [])
('1670', ['italian'])
('34666', [])
('27123', ['italian'])
('14245', [])
('8023', ['chinese'])
('7311', [])
('24337', ['italian'])
('7843', ['southern_us'])
('31378', ['cajun_creole'])
('26919', ['chinese'])
('11941', ['chinese'])
('39262', ['korean'])
('19777', ['italian'])
('3762', ['mexican'])
('17124', [])
('15215', ['italian'])
('48302', ['italian'])
('49336', ['mexican'])
('40878', ['mexican'])
('33139', [])
('24714', [])
('27283', ['chinese'])
('43534', ['british'])
('24382', ['indian'])
('29995', [])
('7268', ['italian'])
('45243', ['mexican'])
('2133', ['mexican'])
('18967', [])
('41014', [])
('22254', ['italian'])
('33602', ['indian'])
('30032', [])
('40395', [])
('4466', ['italian'])
('11634', ['russian'])
('25097', ['french'])
('48065', [])
('19597', [])
('39096', ['indian'])
('20199', ['jamaican'])
('877', ['indian'])
('46460', ['jamaican'])
('1192', ['southern_us'])
('13841', ['filipino'])
('11714', ['italian'])
('5550', [])
('33336', ['thai'])
('378', [])
('48989', ['southern_us'])
('2913', ['southern_us'])
('35353', ['brazilian'])
('24130', ['italian'])
('40625', [])
('41899', ['southern_us'])
('33675', ['southern_us'])
('7641', ['italian'])
('47636', [])
('9995', [])
('48903', [])
('48382', [])
('23783', ['greek'])
('9434', ['italian'])
('13978', [])
('16206', ['italian'])
('4831', ['korean'])
('29046', ['cajun_creole'])
('9452', ['indian'])
('23510', ['italian'])
('25948', [])
('31063', ['mexican'])
('7977', [])
('46524', ['mexican'])
('2902', ['italian'])
('33758', ['italian'])
('40868', ['irish'])
('8497', ['chinese', 'korean'])
('34021', ['jamaican'])
('35644', ['french'])
('15563', ['french'])
('15031', [])
('18969', ['italian'])
('20319', [])
('18676', [])
('12969', ['southern_us'])
('31986', ['italian'])
('32083', ['italian'])
('6293', ['french'])
('4669', [])
('25610', [])
('46511', ['italian'])
('40168', ['korean'])
('25643', ['italian'])
('299', [])
('25636', ['mexican'])
('23005', ['mexican'])
('3240', ['french'])
('19473', ['italian'])
('45735', ['greek'])
('10560', ['indian'])
('1532', ['southern_us'])
('48560', ['japanese', 'korean'])
('2336', [])
('1301', ['italian'])
('36631', ['brazilian'])
('40130', [])
('4522', [])
('10567', ['mexican'])
('47460', [])
('1084', [])
('44568', ['mexican'])
('5791', ['french'])
('43495', [])
('44760', ['mexican'])
('40225', ['korean'])
('25747', ['indian'])
('45807', ['mexican'])
('13061', ['italian'])
('27157', [])
('22234', ['greek'])
('2511', ['korean'])
('43037', ['chinese'])
('35517', [])
('2268', [])
('41700', ['indian'])
('31702', ['moroccan'])
('8876', ['mexican'])
('33300', [])
('34754', ['thai'])
('45746', ['thai'])
('46015', ['chinese'])
('40090', ['mexican'])
('43908', ['cajun_creole'])
('19723', ['vietnamese'])
('14365', ['mexican'])
('32215', [])
('44284', ['mexican'])
('45368', ['southern_us'])
('25020', ['italian'])
('33632', ['italian'])
('42478', [])
('5669', [])
('35941', ['japanese'])
('22270', [])
('13850', ['italian'])
('17720', ['chinese'])
('22178', [])
('2226', ['italian'])
('11522', ['japanese'])
('34735', [])
('45907', ['mexican'])
('33783', [])
('10980', ['mexican'])
('12197', ['italian'])
('2740', ['southern_us'])
('9979', ['indian'])
('17489', [])
('14553', ['cajun_creole'])
('9448', ['indian'])
('7925', ['french'])
('48666', ['moroccan'])
('49589', ['japanese'])
('13021', ['cajun_creole'])
('22800', [])
('29923', ['cajun_creole'])
('42986', ['indian'])
('48346', ['korean'])
('34828', ['southern_us'])
('41622', ['chinese'])
('44155', ['vietnamese'])
('24512', ['indian'])
('38197', [])
('36287', [])
('41887', [])
('15053', [])
('7163', ['mexican'])
('26992', [])
('29026', [])
('14166', ['filipino'])
('3281', ['greek'])
('11575', ['mexican'])
('4099', ['spanish'])
('45625', ['indian'])
('46352', ['thai'])
('33316', ['italian'])
('5846', ['southern_us'])
('1795', [])
('13698', ['italian', 'greek'])
('24882', ['italian'])
('27449', ['mexican'])
('37189', ['vietnamese'])
('13081', ['mexican'])
('34712', ['chinese'])
('29882', [])
('8869', ['mexican'])
('16942', ['southern_us'])
('47981', ['mexican'])
('11944', ['chinese', 'korean'])
('8591', ['mexican'])
('45641', ['italian'])
('29477', ['italian'])
('9182', ['italian'])
('37946', [])
('34265', ['southern_us'])
('35042', ['mexican'])
('6901', ['vietnamese'])
('35695', ['french'])
('15963', ['italian'])
('39698', ['mexican'])
('38945', ['southern_us'])
('17206', [])
('2787', ['spanish'])
('8311', ['moroccan'])
('44712', ['italian'])
('7249', ['southern_us'])
('28188', ['brazilian'])
('47001', ['italian'])
('36628', ['moroccan'])
('5721', ['italian'])
('20297', [])
('3537', ['mexican'])
('28974', ['southern_us'])
('12615', ['indian'])
('39456', ['chinese'])
('45756', ['indian'])
('36695', ['indian'])
('48345', ['vietnamese'])
('44237', [])
('17772', ['mexican'])
('24772', ['mexican'])
('44301', ['irish'])
('49467', ['vietnamese'])
('30692', ['chinese'])
('35529', ['french'])
('48225', ['mexican'])
('25273', ['southern_us'])
('25505', ['italian'])
('1676', ['french'])
('49138', ['chinese'])
('44716', ['french'])
('5127', ['italian'])
('33544', ['mexican'])
('24939', ['indian'])
('15767', [])
('31557', ['mexican'])
('22214', ['indian'])
